
[Long Strangle - Buy OTM Call and OTM Put - Long Expiry]
Symbol,Beta,Last Change %,Volatility%,days,Strength,Rank,Intrinsic,PE,LTP,Call Strike,Call Premium,Put Strike,Put Premium,Total Premium,Total Premium %,Details
BTG,1.456,-2.81,3.51,44,M,1178,3.007,9.73,5.45,5.5,0.5,5,0.3,80,15.6,(Stock Name: B2Gold Corp; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 3.01; Revenue: 378.0cr; Net Profit: 81.0cr; Recommended: buy; Projected High: 7.5; Projected Medium: 7.0; Projected Low: 4.0; All time high: 7.55 => 28.0%; SMA 200: 4.69 => 13.92%; RSI: 61.25; Day Volatility: 3.51; Week Volatility: 9.6; Month Volatility: 22.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 2.2 => 59.63%; Month Support: 2.2 => 59.63%; Day NWE: 4.71 => 13.56%; Week NWE: 3.61 => 33.81%; Month NWE: 3.19 => 41.5%)
ETHA,,-2.79,2.91,44,S,,,,18.72,19,1.37,18.5,1.27,264,15.6,
KGC,1.477,-2.25,3.6,37,M,443,8.138,11.46,30.15,31,1.85,30,2.01,386,15.620000000000001,(Stock Name: Kinross Gold Corporation; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 8.14; Revenue: 847.0cr; Net Profit: 318.0cr; Recommended: buy; Projected High: 54.0; Projected Medium: 38.0; Projected Low: 9.3; All time high: 39.11 => 23.0%; SMA 200: 29.46 => 2.29%; RSI: 57.84; Day Volatility: 3.6; Week Volatility: 10.04; Month Volatility: 21.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 4.32 => 85.67%; Month Support: 3.0 => 90.05%; Day NWE: 26.96 => 10.57%; Week NWE: 21.12 => 29.97%; Month NWE: 22.16 => 26.51%)
TMO,0.854,-1.59,2.3,44,F,77,142.473,32.42,603.02,650,17.2,600,30.2,4740,15.65,(Stock Name: Thermo Fisher Scientific Inc; Sector: Healthcare; Strength: F - Tech / High-quality growth ; Intrinsic: 142.47; Revenue: 4634.0cr; Net Profit: 697.0cr; Recommended: buy; Projected High: 750.0; Projected Medium: 650.0; Projected Low: 520.0; All time high: 672.34 => 10.0%; SMA 200: 536.07 => 11.1%; RSI: 57.43; Day Volatility: 2.3; Week Volatility: 6.64; Month Volatility: 10.9; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 385.46 => 36.08%; Week Support: 385.46 => 36.08%; Month Support: 385.46 => 36.08%; Day NWE: 566.64 => 6.03%; Week NWE: 454.38 => 24.65%; Month NWE: 430.04 => 28.69%)
PBR,-0.213,-1.27,3.17,72,M,250,14.47704,5.26,20.83,21,1.78,20,1.31,309,15.65,(Stock Name: Petroleo Brasileiro S.A. Petrob; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 14.48; Revenue: 54849.0cr; Net Profit: 13338.0cr; Recommended: buy; Projected High: 27.0; Projected Medium: 22.0; Projected Low: 17.4; All time high: 49.35 => 58.0%; SMA 200: 17.07 => 18.03%; RSI: 61.57; Day Volatility: 3.17; Week Volatility: 7.18; Month Volatility: 15.54; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 11.43 => 45.13%; Week Support: 11.43 => 45.13%; Month Support: 11.03 => 47.05%; Day NWE: 17.27 => 17.09%; Week NWE: 15.44 => 25.88%; Month NWE: 12.66 => 39.23%)
LRCX,1.859,3.6900000000000004,3.62,30,F,35,9.967,55.73,320.42,325,22.35,320,23.3,4565.000000000001,15.68,(Stock Name: Lam Research Corporation; Sector: Technology; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 9.97; Revenue: 2323.0cr; Net Profit: 727.0cr; Recommended: strong_buy; Projected High: 500.0; Projected Medium: 367.0; Projected Low: 290.0; All time high: 438.5 => 27.0%; SMA 200: 260.9 => 18.58%; RSI: 48.91; Day Volatility: 3.62; Week Volatility: 13.01; Month Volatility: 27.81; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 56.32 => 82.42%; Week Support: 56.32 => 82.42%; Month Support: 56.32 => 82.42%; Day NWE: 250.84 => 21.72%; Week NWE: 268.71 => 16.14%; Month NWE: 202.4 => 36.83%)
LRN,0.108,-1.43,2.36,37,M,1753,39.739,11.51,82.15,90,1.95,80,3.1,505,15.7,(Stock Name: Stride. Inc.; Sector: Consumer Defensive; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 39.74; Revenue: 252.0cr; Net Profit: 34.0cr; Recommended: hold; Projected High: 125.0; Projected Medium: 109.0; Projected Low: 93.0; All time high: 171.17 => 52.0%; SMA 200: 83.03 => -1.07%; RSI: 48.85; Day Volatility: 2.36; Week Volatility: 9.02; Month Volatility: 16.18; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 60.61 => 26.22%; Week Support: 60.61 => 26.22%; Month Support: 30.66 => 62.68%; Day NWE: 74.83 => 8.91%; Week NWE: 51.23 => 37.64%; Month NWE: 63.78 => 22.36%)
UMC,1.703,3.1199999999999997,3.21,37,M,349,5.5963573,20.98,21.82,22,1.85,21,1.4,325,15.72,(Stock Name: United Microelectronics Corpora; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 5.6; Revenue: 25071.0cr; Net Profit: 8347.0cr; Recommended: underperform; Projected High: 33.75796; Projected Medium: 14.70432; Projected Low: 10.8; All time high: 28.96 => 25.0%; SMA 200: 14.27 => 34.6%; RSI: 57.29; Day Volatility: 3.21; Week Volatility: 11.1; Month Volatility: 29.77; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 6.56 => 69.94%; Month Support: 5.61 => 74.29%; Day NWE: 14.79 => 32.23%; Week NWE: 16.93 => 22.4%; Month NWE: 11.09 => 49.16%)
GFI,0.648,-1.0999999999999999,3.46,37,M,402,5.037,9.61,47.19,50,2.1,45,2.55,465.00000000000006,15.809999999999999,(Stock Name: Gold Fields Limited; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 5.04; Revenue: 1137.0cr; Net Profit: 444.0cr; Recommended: buy; Projected High: 57.0; Projected Medium: 48.5; Projected Low: 40.0; All time high: 61.64 => 23.0%; SMA 200: 43.7 => 7.4%; RSI: 63.73; Day Volatility: 3.46; Week Volatility: 9.61; Month Volatility: 22.92; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 12.98 => 72.49%; Month Support: 7.03 => 85.1%; Day NWE: 39.59 => 16.1%; Week NWE: 28.91 => 38.74%; Month NWE: 33.27 => 29.5%)
AA,1.631,-1.43,3.57,37,M,841,27.926,10.76,51.74,55,2.38,50,2.54,492,15.809999999999999,(Stock Name: Alcoa Corporation; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence; Intrinsic: 27.93; Revenue: 1360.0cr; Net Profit: 127.0cr; Recommended: buy; Projected High: 80.0; Projected Medium: 59.5; Projected Low: 49.7; All time high: 98.09 => 47.0%; SMA 200: 57.67 => -11.46%; RSI: 49.14; Day Volatility: 3.57; Week Volatility: 8.82; Month Volatility: 28.74; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.53 => 58.39%; Week Support: 21.53 => 58.39%; Month Support: 21.53 => 58.39%; Day NWE: 39.88 => 22.92%; Week NWE: 37.76 => 27.01%; Month NWE: 29.77 => 42.46%)
CNC,1.106,-1.8399999999999999,2.7,72,M,473,45.673,,64.58,65,5.7,62.5,4.1,980.0000000000001,15.83,(Stock Name: Centene Corporation; Sector: Healthcare; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 45.67; Revenue: 18030.0cr; Net Profit: -510.0cr; Recommended: buy; Projected High: 85.0; Projected Medium: 70.5; Projected Low: 56.0; All time high: 98.53 => 34.0%; SMA 200: 50.34 => 22.06%; RSI: 55.67; Day Volatility: 2.7; Week Volatility: 7.67; Month Volatility: 16.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 31.63 => 51.02%; Week Support: 31.63 => 51.02%; Month Support: 25.08 => 61.16%; Day NWE: 58.45 => 9.5%; Week NWE: 49.12 => 23.95%; Month NWE: 32.95 => 48.98%)
NIO,0.916,-2.07,3.5,44,S,1063,0.25009245,,3.79,4,0.23,3.5,0.16,39,15.83,(Stock Name: NIO Inc.; Sector: Consumer Cyclical; Strength: S - Crypto / AI / High hype ; Intrinsic: 0.25; Revenue: 11411.0cr; Net Profit: -476.0cr; Recommended: buy; Projected High: 10.100496; Projected Medium: 6.059686; Projected Low: 4.0088267; All time high: 66.99 => 94.0%; SMA 200: 5.21 => -37.53%; RSI: 24.5; Day Volatility: 3.5; Week Volatility: 10.19; Month Volatility: 29.21; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.38 => -15.57%; Week Support: 4.38 => -15.57%; Month Support: 3.02 => 20.32%; Day NWE: 3.65 => 3.67%; Week NWE: 3.13 => 17.37%; Month NWE: 0.0 => 100.0%)
NIO,0.916,-2.07,3.5,72,S,1063,0.25009245,,3.79,4,0.3,3,0.09,39,15.83,(Stock Name: NIO Inc.; Sector: Consumer Cyclical; Strength: S - Crypto / AI / High hype ; Intrinsic: 0.25; Revenue: 11411.0cr; Net Profit: -476.0cr; Recommended: buy; Projected High: 10.100496; Projected Medium: 6.059686; Projected Low: 4.0088267; All time high: 66.99 => 94.0%; SMA 200: 5.21 => -37.53%; RSI: 24.5; Day Volatility: 3.5; Week Volatility: 10.19; Month Volatility: 29.21; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 4.38 => -15.57%; Week Support: 4.38 => -15.57%; Month Support: 3.02 => 20.32%; Day NWE: 3.65 => 3.67%; Week NWE: 3.13 => 17.37%; Month NWE: 0.0 => 100.0%)
LMND,1.868,-1.1400000000000001,3.72,30,S,1629,6.46,,50.55,52,2.85,50,3.7,655.0000000000001,15.83,(Stock Name: Lemonade. Inc.; Sector: Financial Services; Strength: S - Biotech / Pharma (trial-based) ; Intrinsic: 6.46; Revenue: 98.0cr; Net Profit: -14.0cr; Recommended: none; Projected High: 92.0; Projected Medium: 55.0; Projected Low: 37.0; All time high: 188.3 => 73.0%; SMA 200: 64.4 => -27.4%; RSI: 48.0; Day Volatility: 3.72; Week Volatility: 13.41; Month Volatility: 30.32; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 24.31 => 51.91%; Week Support: 24.31 => 51.91%; Month Support: 10.27 => 79.69%; Day NWE: 42.27 => 16.38%; Week NWE: 37.42 => 25.98%; Month NWE: 0.0 => 100.0%)
OWL,1.207,-1.44,3.55,37,M,1136,2.919,93.5,11.22,12,0.45,11,0.55,100,15.86,(Stock Name: Blue Owl Capital Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 2.92; Revenue: 299.0cr; Net Profit: 8.0cr; Recommended: buy; Projected High: 20.0; Projected Medium: 12.0; Projected Low: 9.5; All time high: 26.73 => 58.0%; SMA 200: 11.44 => -1.94%; RSI: 54.98; Day Volatility: 3.55; Week Volatility: 8.34; Month Volatility: 16.63; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 7.95 => 29.14%; Week Support: 7.95 => 29.14%; Month Support: 8.06 => 28.21%; Day NWE: 10.53 => 6.18%; Week NWE: 6.48 => 42.29%; Month NWE: 0.0 => 100.0%)
OKTA,0.789,-1.2,5.78,30,F,513,39.887,101.57,167.59,175,8.3,167.5,10.9,1920.0000000000002,15.870000000000001,(Stock Name: Okta. Inc.; Sector: Technology; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 39.89; Revenue: 307.0cr; Net Profit: 30.0cr; Recommended: buy; Projected High: 203.0; Projected Medium: 187.0; Projected Low: 127.0; All time high: 294.0 => 43.0%; SMA 200: 101.85 => 39.23%; RSI: 63.36; Day Volatility: 5.78; Week Volatility: 11.6; Month Volatility: 17.36; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 62.66 => 62.61%; Week Support: 62.66 => 62.61%; Month Support: 44.12 => 73.67%; Day NWE: 133.82 => 20.15%; Week NWE: 113.7 => 32.16%; Month NWE: 61.01 => 63.59%)
INFY,0.108,-1.24,2.44,37,M,367,1.1875,13.74,11.13,12,0.35,11,0.55,90,15.9,(Stock Name: Infosys Limited; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 1.19; Revenue: 2030.0cr; Net Profit: 332.0cr; Recommended: hold; Projected High: 14.1; Projected Medium: 11.58347; Projected Low: 9.0; All time high: 30.0 => 63.0%; SMA 200: 14.12 => -26.83%; RSI: 45.45; Day Volatility: 2.44; Week Volatility: 7.0; Month Volatility: 16.58; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 15.82 => -42.14%; Week Support: 15.82 => -42.14%; Month Support: 14.71 => -32.17%; Day NWE: 10.7 => 3.87%; Week NWE: 8.92 => 19.85%; Month NWE: 8.87 => 20.32%)
TSLA,1.845,-3.8,3.94,72,M,9,21.995,334.69,368.16,370,30.35,365,26.4,5675,15.909999999999998,(Stock Name: Tesla. Inc.; Sector: Consumer Cyclical; Strength: M - Mixed (both fundamentals + momentum/news driven); Intrinsic: 22.0; Revenue: 10362.0cr; Net Profit: 381.0cr; Recommended: buy; Projected High: 600.0; Projected Medium: 410.0; Projected Low: 125.0; All time high: 498.83 => 26.0%; SMA 200: 399.56 => -8.53%; RSI: 50.93; Day Volatility: 3.94; Week Volatility: 9.83; Month Volatility: 20.33; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 214.25 => 41.81%; Week Support: 214.25 => 41.81%; Month Support: 138.8 => 62.3%; Day NWE: 308.04 => 16.33%; Week NWE: 259.44 => 29.53%; Month NWE: 278.17 => 24.44%)
MSCI,1.219,-1.41,1.81,72,F,410,-36.994,30.16,551.39,600,17.7,530,21.5,3920.0000000000005,15.93,(Stock Name: MSCI Inc.; Sector: Financial Services; Strength: F - Mega / Large Cap / Quality names ; Intrinsic: -36.99; Revenue: 333.0cr; Net Profit: 136.0cr; Recommended: strong_buy; Projected High: 760.0; Projected Medium: 700.0; Projected Low: 570.0; All time high: 679.85 => 19.0%; SMA 200: 573.09 => -3.94%; RSI: 51.65; Day Volatility: 1.81; Week Volatility: 5.62; Month Volatility: 12.3; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 501.08 => 9.12%; Week Support: 501.08 => 9.12%; Month Support: 439.95 => 20.21%; Day NWE: 524.1 => 4.95%; Week NWE: 529.54 => 3.96%; Month NWE: 464.59 => 15.74%)
STM,1.513,1.58,2.36,37,F,373,19.768,,51.97,55,2.55,50,2.7,525,15.93,(Stock Name: STMicroelectronics N.V.; Sector: Technology; Strength: F - Tech / Quality Growth ; Intrinsic: 19.77; Revenue: 1310.0cr; Net Profit: 47.0cr; Recommended: buy; Projected High: 98.0; Projected Medium: 73.5; Projected Low: 52.0; All time high: 81.42 => 36.0%; SMA 200: 45.3 => 12.83%; RSI: 47.81; Day Volatility: 2.36; Week Volatility: 12.13; Month Volatility: 26.19; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.11 => 59.38%; Week Support: 21.11 => 59.38%; Month Support: 17.25 => 66.81%; Day NWE: 38.61 => 25.7%; Week NWE: 45.57 => 12.32%; Month NWE: 30.02 => 42.23%)
MKSI,1.973,2.1999999999999997,3.56,37,F,702,44.201,42.34,265.5,270,20.2,260,17.6,3779.9999999999995,15.93,(Stock Name: MKS Inc.; Sector: Technology; Strength: F - Large Cap / Blue-chip ; Intrinsic: 44.2; Revenue: 435.0cr; Net Profit: 44.0cr; Recommended: buy; Projected High: 600.0; Projected Medium: 425.0; Projected Low: 270.0; All time high: 447.62 => 41.0%; SMA 200: 262.35 => 1.19%; RSI: 39.7; Day Volatility: 3.56; Week Volatility: 14.92; Month Volatility: 32.91; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 54.84 => 79.34%; Week Support: 54.84 => 79.34%; Month Support: 54.84 => 79.34%; Day NWE: 209.29 => 21.17%; Week NWE: 251.27 => 5.36%; Month NWE: 184.24 => 30.61%)
OR,1.369,-2.42,3.26,37,M,1218,7.922,24.61,36.91,40,1.45,35,1.35,280,15.959999999999999,(Stock Name: OR Royalties Inc.; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 7.92; Revenue: 36.0cr; Net Profit: 28.0cr; Recommended: hold; Projected High: 48.0; Projected Medium: 43.5; Projected Low: 35.0; All time high: 48.06 => 23.0%; SMA 200: 36.81 => 0.26%; RSI: 60.85; Day Volatility: 3.26; Week Volatility: 7.83; Month Volatility: 20.49; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 17.55 => 52.46%; Week Support: 17.55 => 52.46%; Month Support: 11.24 => 69.55%; Day NWE: 32.21 => 12.73%; Week NWE: 26.35 => 28.6%; Month NWE: 21.39 => 42.04%)
LI,0.537,1.24,2.24,37,M,999,9.665679,,12.46,13,0.55,12,0.9,145.00000000000003,15.97,(Stock Name: Li Auto Inc.; Sector: Consumer Cyclical; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 9.67; Revenue: 10479.0cr; Net Profit: -461.0cr; Recommended: buy; Projected High: 27.15896; Projected Medium: 15.137847; Projected Low: 9.019786; All time high: 47.7 => 74.0%; SMA 200: 15.96 => -28.09%; RSI: 48.63; Day Volatility: 2.24; Week Volatility: 7.32; Month Volatility: 20.91; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 19.1 => -53.32%; Week Support: 19.1 => -53.32%; Month Support: 17.44 => -39.97%; Day NWE: 10.43 => 16.32%; Week NWE: 7.89 => 36.66%; Month NWE: 0.0 => 100.0%)
SOFI,2.208,-2.32,4.36,44,S,592,8.584,36.76,18.01,18.5,1.15,18,1.24,238.99999999999997,15.989999999999998,(Stock Name: SoFi Technologies. Inc.; Sector: Financial Services; Strength: S - Crypto / Blockchain / Speculative tech ; Intrinsic: 8.58; Revenue: 427.0cr; Net Profit: 64.0cr; Recommended: hold; Projected High: 30.0; Projected Medium: 19.0; Projected Low: 12.0; All time high: 32.73 => 45.0%; SMA 200: 19.97 => -10.88%; RSI: 51.18; Day Volatility: 4.36; Week Volatility: 9.53; Month Volatility: 20.58; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 8.6 => 52.25%; Week Support: 8.6 => 52.25%; Month Support: 6.01 => 66.63%; Day NWE: 16.05 => 10.9%; Week NWE: 10.94 => 39.25%; Month NWE: 0.0 => 100.0%)
VAL,0.939,-1.95,4.32,37,M,1330,45.803,6.45,85.51,90,4.2,85,5,919.9999999999999,16.009999999999998,(Stock Name: Valaris Limited; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 45.8; Revenue: 214.0cr; Net Profit: 94.0cr; Recommended: hold; Projected High: 99.0; Projected Medium: 70.0; Projected Low: 45.0; All time high: 114.12 => 25.0%; SMA 200: 79.81 => 6.67%; RSI: 53.45; Day Volatility: 4.32; Week Volatility: 7.85; Month Volatility: 19.6; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 27.15 => 68.25%; Week Support: 27.15 => 68.25%; Month Support: 27.15 => 68.25%; Day NWE: 75.03 => 12.26%; Week NWE: 65.05 => 23.92%; Month NWE: 0.0 => 100.0%)
AXON,1.399,-1.29,5.05,37,F,407,45.233,208.86,505.43,510,40,500,36.4,7640.000000000001,16.02,(Stock Name: Axon Enterprise. Inc.; Sector: Industrials; Strength: F - Financials / REITs / Industrial Stable; Intrinsic: 45.23; Revenue: 322.0cr; Net Profit: 20.0cr; Recommended: buy; Projected High: 830.0; Projected Medium: 700.0; Projected Low: 440.0; All time high: 885.92 => 43.0%; SMA 200: 505.56 => -0.03%; RSI: 40.73; Day Volatility: 5.05; Week Volatility: 13.77; Month Volatility: 24.84; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 339.01 => 32.93%; Week Support: 339.01 => 32.93%; Month Support: 82.49 => 83.68%; Day NWE: 490.06 => 3.04%; Week NWE: 358.18 => 29.13%; Month NWE: 408.06 => 19.26%)
MNDY,1.145,-2.6100000000000003,5.03,37,F,1684,14.618,35.45,83.67,85,7.4,80,4.7,1210.0000000000002,16.05,(Stock Name: monday.com Ltd.; Sector: Technology; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 14.62; Revenue: 137.0cr; Net Profit: 12.0cr; Recommended: none; Projected High: 165.0; Projected Medium: 105.0; Projected Low: 90.0; All time high: 450.0 => 81.0%; SMA 200: 94.95 => -13.48%; RSI: 49.48; Day Volatility: 5.03; Week Volatility: 13.57; Month Volatility: 22.02; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 57.5 => 31.28%; Week Support: 57.5 => 31.28%; Month Support: 73.58 => 12.06%; Day NWE: 82.27 => 1.68%; Week NWE: 20.4 => 75.62%; Month NWE: 0.0 => 100.0%)
CLS,1.464,2.08,4.86,37,M,427,21.562,34.3,329.97,330,30.9,320,22.2,5309.999999999999,16.1,(Stock Name: Celestica. Inc.; Sector: Technology; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 21.56; Revenue: 1559.0cr; Net Profit: 112.0cr; Recommended: strong_buy; Projected High: 550.0; Projected Medium: 480.0; Projected Low: 415.0; All time high: 474.03 => 30.0%; SMA 200: 328.06 => 0.58%; RSI: 49.31; Day Volatility: 4.86; Week Volatility: 18.28; Month Volatility: 32.64; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 58.05 => 82.41%; Week Support: 244.51 => 25.9%; Month Support: 8.21 => 97.51%; Day NWE: 242.68 => 26.45%; Week NWE: 248.5 => 24.69%; Month NWE: 257.58 => 21.94%)
NEOG,1.762,-1.46,3.15,37,M,2027,9.614,,11.88,12.5,0.85,10,0.45,130,16.11,(Stock Name: Neogen Corporation; Sector: Healthcare; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 9.61; Revenue: 87.0cr; Net Profit: -1.0cr; Recommended: buy; Projected High: 14.0; Projected Medium: 14.0; Projected Low: 12.0; All time high: 48.85 => 76.0%; SMA 200: 9.36 => 21.22%; RSI: 58.27; Day Volatility: 3.15; Week Volatility: 10.69; Month Volatility: 15.64; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 3.87 => 67.44%; Week Support: 3.87 => 67.44%; Month Support: 3.87 => 67.44%; Day NWE: 10.79 => 9.22%; Week NWE: 7.56 => 36.36%; Month NWE: -0.79 => 106.62%)
AG,2.186,-3.18,4.9,37,M,977,6.02,29.64,20.75,21,1.77,20,1.33,310,16.14,(Stock Name: First Majestic Silver Corp.; Sector: Basic Materials; Strength: M - Fundamental and Momentum Influence; Intrinsic: 6.02; Revenue: 164.0cr; Net Profit: 35.0cr; Recommended: none; Projected High: 27.0; Projected Medium: 24.75; Projected Low: 22.5; All time high: 32.04 => 35.0%; SMA 200: 19.71 => 5.01%; RSI: 58.24; Day Volatility: 4.9; Week Volatility: 12.32; Month Volatility: 30.02; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 5.09 => 75.47%; Week Support: 5.09 => 75.47%; Month Support: 4.17 => 79.9%; Day NWE: 17.68 => 14.78%; Week NWE: 13.69 => 34.03%; Month NWE: 12.81 => 38.26%)
