NEE,1688,1708,NEE,85.91,100,103.0,27.388,103.0,2026-06-05,0.73,0.623,2,870 cr,930 cr,buy,61.72,61.72,61.72,81.7,78.8,70.54,1.2,3.63,8.41,None,None,None,2026-06-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
C,1709,1727,C,132.89,100,81.0,114.738,81.0,2026-08-03,0.5,0.67,8,171 cr,1,646 cr,buy,55.51,55.51,38.17,125.22,117.92,93.11,1.97,6.59,12.85,None,None,None,2026-03-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CRM,1728,1744,CRM,206.09,100,109.0,41.801,109.0,2026-06-11,0.21,0.44,4,283 cr,802 cr,buy,nan,212.0,126.34,171.92,126.45,139.17,3.76,8.15,17.55,None,None,None,2026-02-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GILD,1745,1773,GILD,147.6,100,98.0,9.532,98.0,2026-06-15,0.56,0.82,3,045 cr,-323 cr,buy,nan,62.07,62.07,129.44,117.63,111.6,2.45,6.42,10.33,None,None,None,2025-04-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DIS,1774,1784,DIS,106.93,100,97.0,63.602,97.0,2026-06-30,0.7,0.75,9,886 cr,860 cr,strong_buy,80.1,92.19,80.1,96.94,85.13,71.08,1.94,4.94,9.45,None,None,None,2026-02-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TXN,1785,1807,TXN,267.45,100,68.0,19.723,68.0,2026-07-31,0.53,1.42,1,945 cr,601 cr,buy,152.73,152.73,139.95,242.88,242.82,193.95,3.42,8.6,17.84,None,None,None,2025-07-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TMO,1808,1820,TMO,613.54,100,76.0,142.473,76.0,2026-06-15,0.08,0.47,4,633 cr,696 cr,buy,385.46,385.46,385.46,542.26,436.71,422.09,2.01,6.18,11.96,None,None,None,2026-04-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TJX,1821,1843,TJX,144.5,100,115.0,9.414,115.0,2026-08-13,0.33,0.48,6,158 cr,579 cr,strong_buy,nan,53.69,53.69,144.38,143.47,128.87,2.5,5.69,10.43,None,None,None,2026-08-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ISRG,1844,1880,ISRG,397.72,40,123.0,51.338,123.0,None,nan,nan,1,103 cr,313 cr,buy,427.84,427.84,180.07,348.66,299.95,357.91,2.17,8.54,13.98,None,2026-08-19,None,2026-07-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NVO,1881,1883,NVO,46.48,100,121.0,7.010801,121.0,2026-08-17,1.25,0.579,32,943 cr,11,644 cr,hold,nan,35.12,20.61,42.2,27.12,22.35,2.31,7.31,17.65,None,None,None,2026-08-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ANET,1884,2032,ANET,186.45,100,72.0,11.733,72.0,None,nan,nan,1,054 cr,404 cr,strong_buy,59.43,59.43,59.43,165.51,140.21,106.15,4.06,13.97,20.03,None,None,None,2026-05-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCHW,2033,2051,SCHW,110.88,100,94.0,25.423,94.0,2026-08-14,0.29,0.32,2,602 cr,972 cr,buy,89.35,89.35,45.0,102.22,88.1,76.71,1.5,3.77,9.76,None,2026-06-26,None,2026-05-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SHOP,2052,2066,SHOP,146.58,100,104.0,9.61,104.0,None,nan,nan,1,327 cr,192 cr,buy,69.84,69.84,23.63,127.0,91.39,86.28,3.4,11.16,20.41,None,None,None,2026-02-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BA,2067,2087,BA,222.2,100,105.0,7.716,105.0,2020-02-13,0.92,2.055,9,399 cr,208 cr,buy,176.77,176.77,128.88,208.83,187.89,138.78,2.03,6.31,13.52,None,None,None,2025-10-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UBER,2088,2098,UBER,78.04,100,116.0,13.39,116.0,None,nan,nan,5,522 cr,957 cr,buy,nan,54.84,19.9,69.71,60.62,nan,3.6,7.71,14.26,None,None,None,2026-07-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PFE,2099,2103,PFE,28.24,100,114.0,14.946,114.0,2026-07-24,1.52,0.43,6,369 cr,433 cr,buy,20.92,20.92,20.92,25.16,23.19,17.38,1.85,4.56,8.87,None,None,None,2026-06-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
APP,2104,2142,APP,310.79,40,195.0,9.434,195.0,None,nan,nan,683 cr,441 cr,buy,359.0,359.0,9.14,241.63,233.45,nan,4.08,18.55,52.48,None,2026-08-19,None,2026-02-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DE,2143,2161,DE,580.63,100,119.0,101.527,119.0,2026-06-30,0.28,1.62,4,733 cr,478 cr,buy,433.0,433.0,340.2,564.66,536.56,465.27,2.24,6.77,14.86,None,None,None,2026-05-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADI,2162,2230,ADI,373.26,100,100.0,69.06,100.0,2026-06-02,0.29,1.1,1,274 cr,331 cr,buy,158.65,158.65,158.65,340.77,339.45,280.34,2.95,7.27,16.06,None,None,None,2026-03-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BLK,2231,2277,BLK,1158.92,100,101.0,371.704,101.0,2026-06-05,0.49,5.73,2,730 cr,657 cr,buy,917.39,917.39,596.18,1064.94,935.82,878.55,1.77,5.29,10.83,None,None,None,2026-03-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
COP,2278,2290,COP,130.58,100,118.0,54.397,118.0,2026-08-17,0.64,0.84,6,446 cr,925 cr,buy,85.57,85.57,79.88,112.94,102.22,84.11,1.92,5.71,13.9,None,None,None,2026-04-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDD,2291,2307,PDD,90.2,100,141.0,44.721886,141.0,None,nan,nan,44,240 cr,9,564 cr,buy,87.11,87.11,87.11,80.13,62.58,nan,2.47,6.11,15.1,None,2026-08-18,None,2026-06-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LMT,2308,2344,LMT,589.15,100,130.0,38.122,130.0,2026-06-01,0.59,3.45,7,701 cr,628 cr,hold,410.11,410.11,410.11,542.65,466.38,465.43,2.4,6.17,13.41,None,None,None,2026-04-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HON,2345,2395,HON,221.73,100,274.0,58.487,274.0,2026-08-14,0.32,0.7,3,805 cr,826 cr,buy,186.76,186.76,337.97,164.51,211.68,304.34,2.63,7.0,20.58,None,None,None,2026-07-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCCO,2396,2424,SCCO,194.68,100,112.0,14.688,112.0,2026-08-11,0.57,1.1,1,578 cr,566 cr,underperform,71.56,71.56,70.71,168.12,157.63,131.49,3.31,8.9,19.84,None,None,None,2026-03-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UNP,2425,2443,UNP,301.8,100,102.0,32.708,102.0,2026-05-29,0.46,1.38,2,541 cr,733 cr,buy,204.66,204.66,204.66,280.29,262.19,217.37,1.82,5.06,10.09,None,None,None,2026-03-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UL,2444,2464,UL,63.18,100,129.0,8.700293,129.0,2026-08-07,0.84,0.531,5,062 cr,559 cr,none,61.17,61.17,51.98,59.43,54.35,55.53,0.95,4.73,11.41,None,2026-08-17,None,2026-04-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BUD,2465,2475,BUD,78.13,100,128.0,7.919808,128.0,2026-05-08,1.5,1.174,6,261 cr,932 cr,buy,56.97,56.97,45.94,74.99,70.1,54.5,1.34,4.69,11.86,None,None,None,2026-03-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
